RSRP,DL_BLER,DL_MCS,UL_BLER,UL_MCS,UL_SNR,PRB_Utilization_DL,PRB_Utilization_UL
-105.0,0.05905,7.0,0.0943483999999999,8.64,17.5,0.0,0.0472
-105.0,0.05905,7.0,0.1487572,8.0,17.5,0.0,0.0472
-105.0,0.0555631,7.0,0.13903,8.0,18.09,0.0472,0.0
-105.0,0.05314,7.0,0.1294321,8.0,18.5,0.0,0.0
-105.0,0.05314,7.0,0.1162379,8.0,18.83,0.0,0.0472
-104.22,0.0517594,7.0,0.1045028,8.0,19.34,0.0472,0.0
-103.78494623655914,0.04783,7.0,0.0939550999999999,8.0,19.94,0.0472,1.0472
-103.0,0.0430499999999999,7.0,0.0843725,8.0,20.845,4.8399,14.9529
-103.0,0.0388305999999999,7.0,0.0757682999999999,8.0,21.415,4.0003,11.0946
-103.0,0.03487,7.0,0.0680498,8.0,20.74,2.3115,2.0285
-102.74,0.0314149,7.0,0.0611799999999999,8.0,22.1,0.2642,1.1322
-102.0,0.0308461999999999,7.0,0.0585322,8.0,22.435,0.0,0.0472
-102.0,0.0282399999999999,7.0,0.0526225999999999,8.0,21.905,0.0,0.0472
-102.0,0.0282399999999999,7.0,0.047316,8.0,21.4,0.0,0.0
-102.0,0.0273375999999999,7.0,0.0424964,8.26,20.31,0.0944,2.236
-102.0,0.0244039999999999,7.0,0.0381696,9.28,18.765,3.8114,3.6133
-102.0,0.0221014,7.0,0.0344904,10.24,17.73,0.236,0.5757
-102.0,0.0205899999999999,7.0,0.0318,11.0,18.605,0.0,0.1416
-102.0,0.0205899999999999,7.0,0.028938,11.9,18.57,0.0,0.0
-103.87096774193547,0.0205899999999999,7.0,0.0259888,11.08,18.5,0.0,0.0472
-105.0,0.0205899999999999,7.0,0.0233698999999999,10.07,19.39,0.0,0.0
-105.21,0.0204664,7.0,0.0210091999999999,9.06,20.505,0.0,0.4433999999999999
-106.0,0.0183634999999999,7.0,0.0188635999999999,9.96,21.925,1.1604,1.3492
-105.37,0.01668,7.0,0.0169375999999999,10.98,21.16,0.7548,2.2831
-105.0,0.0155109999999999,7.0,0.0155648999999999,11.79,22.18,0.5095999999999999,9.066
-105.0,0.0142149999999999,7.0,0.0151947999999999,12.01,23.02,0.0,0.0
-105.0,0.0131319999999999,7.0,0.01369,13.0,22.885,0.0472,0.0472
-104.31,0.0121599999999999,7.0,0.0124159,13.93,22.645,0.0472,0.0472
