RSRP,DL_BLER,DL_MCS,UL_BLER,UL_MCS,UL_SNR,PRB_Utilization_DL,PRB_Utilization_UL
-105.0,0.063314,9.0,0.2209920999999998,6.0,23.765,0.0472,0.0
-105.0,0.05905,9.0,0.1984712,6.0,22.765,0.0,0.0472
-105.0,0.05905,9.0,0.1784355999999999,6.0,21.55,0.0,0.217
-105.0,0.05905,9.0,0.2162512,6.0,20.49,0.0,0.0472
-105.0,0.05905,9.0,0.2383703999999999,6.0,21.06,0.0,0.0472
-104.66,0.05905,9.0,0.214305,6.0,21.46,0.0,0.0
-104.0,0.0540265,9.0,0.1955385000000001,6.0,19.345,0.1604,0.8491999999999998
-104.77,0.0529807,8.94,0.1783824,6.0,18.88,0.0472,0.0472
-105.0,0.04783,7.0,0.1636946,6.0,18.955,0.0,0.0
-105.0,0.04783,7.0,0.1470304999999999,6.0,18.665,0.0,0.0472
-105.0,0.04783,7.0,0.1321912,6.0,19.88,0.0,0.0
-105.0,0.0431455999999999,7.0,0.12091,6.0,19.39,0.0,0.0472
-105.0,0.0417569999999999,7.0,0.1313176,6.0,19.56,0.0472,0.0472
-105.0,0.0387399999999999,7.0,0.136462,6.0,19.36,0.0,0.0
-105.0,0.0387399999999999,7.0,0.1225582,6.0,20.185,0.0,0.0472
-105.0,0.0387399999999999,7.0,0.1101907,6.0,21.475,0.0,0.0472
-105.0,0.0349861,7.0,0.0990672,6.0,22.72,0.0944,0.0
-104.48,0.0328807,7.0,0.09326,6.0,21.43,0.0472,0.0
-104.0,0.03138,7.0,0.0870156,6.0,20.37,0.0,0.0472
-104.0,0.0289307999999999,7.0,0.0919439999999999,6.0,20.075,4.056699999999999,10.3774
-104.0,0.0259276,7.0,0.088855,6.0,18.13,4.5286,22.302
-104.0,0.0239722,7.0,0.080228,6.0,28.905,2.4531,2.151
-104.0,0.0215975999999999,7.0,0.0717398,6.0,21.615,0.3303999999999999,1.2267
-104.0,0.0196217999999999,7.0,0.0644996,6.0,17.89,4.4813,0.4813
-104.0,0.0597529999999999,7.0,0.0631412,6.0,16.64,8.8019,3.0
-106.0,0.23363,6.0,0.0615145,6.0,19.05,2.0944,1.9529
-106.0,0.2954212000000001,6.0,0.055302,6.0,23.41,12.566,10.9154
-106.0,0.3037357999999999,6.0,0.049668,6.64,21.3,15.1038,1.1888
-106.0,0.2844304999999998,6.0,0.0446052,7.66,20.075,15.1698,11.113400000000002
-106.0,0.25518,6.0,0.0400989999999999,8.67,20.455,23.6887,1.5661
-106.0,0.2317815999999999,6.0,0.0360096999999999,9.69,17.965,29.2547,2.302
-106.0,0.2140522999999999,6.0,0.0323739999999999,10.7,20.42,39.6321,2.1228
-106.0,0.1953389999999999,6.0,0.0290764,11.72,19.885,55.5566,2.5566000000000004
-106.98,0.1754351999999999,6.0,0.0261414,12.73,21.19,59.7641,2.6038
-107.0,0.1577239,6.0,0.030975,13.75,20.375,60.7641,2.7832
-107.0,0.1482896999999999,6.0,0.0303471999999999,14.76,15.635,29.2547,1.5284
-108.78494623655914,0.1500885,6.0,0.0692542,15.0,21.71,59.2547,2.2736
-109.0,0.1466256,6.0,0.078193,15.0,19.68,60.7641,2.8774
-109.0,0.1316832,6.0,0.071208,15.0,21.295,59.7641,2.4246
-109.0,0.1183885,6.0,0.0639528,15.0,18.08,59.7641,2.6887
-109.0,0.1064388,6.0,0.0721370999999999,15.0,18.855,62.7641,1.0755
-109.0,0.0955929999999999,6.0,0.082774,15.0,21.39,59.5094,2.8964
-109.52,0.0859433,6.0,0.0818417999999999,15.0,20.36,58.0188,0.9906
-110.0,0.0771858,6.0,0.0840536,15.0,20.98,61.5094,3.0568
-110.0,0.0693919999999999,6.0,0.0815798,15.0,21.26,62.7641,0.981
-110.0,0.0623175999999999,6.0,0.0738316999999999,15.0,23.51,58.7641,1.3021
-110.0,0.0558468,6.0,0.071162,15.0,20.02,60.5094,1.7172
-110.0,0.0502109,6.69,0.0749,15.0,20.16,61.7641,2.2547
-110.25806451612904,0.045138,7.0,0.0728872,15.0,20.63,60.5094,1.0378
-111.0,0.0405336,7.0,0.0766116999999999,15.0,20.89,59.7641,1.5944
-111.0,0.0364411,7.0,0.0737076,15.0,20.755,60.5094,1.6701
-111.0,0.0327249999999999,7.0,0.0715729999999999,15.0,20.385,62.7641,1.7170999999999998
-111.0,0.0294232,7.0,0.0693814999999999,15.0,19.245,60.7641,1.3398
-111.0,0.0264214,7.0,0.0626994,15.0,19.44,59.5094,1.1511
-111.0,0.023726,7.0,0.0617268,15.0,19.685,59.0188,1.3115
-111.0,0.0213307999999999,7.0,0.061345,15.0,17.6,62.5094,1.17
-111.0,0.0191553,7.0,0.0608687999999999,15.0,18.175,60.5094,1.0662
-111.0,0.0186236,7.0,0.0668343,15.0,19.0,60.5094,1.6322
-111.0,0.0169903999999999,7.0,0.075429,15.0,22.175,62.5094,1.3019
-112.0,0.0152771,7.0,0.0677475999999999,15.0,22.355,60.7641,1.5001000000000002
-112.0,0.0137161,7.0,0.0609076999999999,15.0,23.77,59.7641,1.2454
-112.68817204301077,0.0123349999999999,7.0,0.0557661999999999,15.0,20.41,60.5094,1.0849000000000002
-112.94,0.0110776,7.0,0.0569112999999999,15.0,20.04,63.5094,1.6887
-112.0,0.009946,7.0,0.0638144,15.0,17.93,58.0188,0.9623
-112.0,0.0089394999999999,7.0,0.0752887999999999,15.0,18.26,61.2547,2.1038
-112.0,0.0080267,7.0,0.0824049999999999,15.0,18.12,60.7641,0.9341
-112.0,0.0072159999999999,7.0,0.080916,15.0,18.97,60.7641,1.5284
-112.0,0.0064807,7.0,0.0825296,15.0,17.81,57.7641,1.0851
-112.0,0.0058184,7.0,0.0784368,15.0,18.165,61.2547,0.9245
-112.0,0.0052292,7.0,0.0704463,15.0,18.24,60.7641,1.7265
-112.0,0.0047059999999999,7.0,0.0668924,15.0,20.145,59.7641,0.8867999999999999
-112.0,0.0042248,7.0,0.0676899999999999,15.0,19.38,61.5094,2.3019
-112.0,0.0037987999999999,7.0,0.0607949999999999,15.0,18.6,60.7641,1.1699000000000002
-112.0,0.0034059999999999,7.0,0.0546021,15.0,18.955,60.5094,1.8396
-112.0,0.0030659,7.0,0.0533137999999999,15.0,18.135,60.5094,1.085
-112.0,0.0027536,7.0,0.054756,15.0,18.13,60.5094,2.1795
-112.0,0.0024749999999999,7.0,0.0515022,15.0,18.665,59.5094,1.0755
-111.92,0.0022232,7.0,0.0517887,15.0,19.305,62.5094,1.2171
-111.0,0.001996,7.0,0.0544491999999999,15.0,18.895,61.5094,1.1323
-111.0,0.0017976,7.0,0.0551689999999999,15.0,21.105,61.5094,1.0851
-111.0,0.001616,7.0,0.0520229,15.0,21.675,59.7641,1.0566
-111.0,0.0014485,7.0,0.0520839999999999,15.0,21.875,63.5094,1.6701
-111.0,0.0013001,7.0,0.05506,15.0,19.515,59.7641,1.3681
-111.0,0.0011699999999999,7.0,0.0577396999999999,15.0,19.39,59.0188,0.802
-111.0,0.0010514,7.0,0.0603207999999999,15.0,19.995,63.5094,0.9624
-111.0,0.0009457,7.0,0.0594433999999999,15.0,21.66,60.5094,1.3020999999999998
-110.55913978494624,0.0008539,7.0,0.0563316,15.0,20.535,59.7641,0.9718
-110.0,0.000766,7.0,0.0529623,15.0,19.695,61.2547,2.0191
-110.0,0.0006876,7.0,0.0541195,15.0,18.265,62.7641,1.0001
-110.0,0.0006169,7.0,0.0626554999999999,15.0,20.67,61.5094,2.8113
-110.0,0.0005524999999999,7.0,0.0634864,15.0,19.72,58.0188,1.0378999999999998
-110.0,0.0005019999999999,7.0,0.0681327999999999,15.0,19.0,61.2547,1.8775
-110.0,0.0004509999999999,7.0,0.067704,15.0,24.21,62.7641,1.4529999999999998
-110.0,0.0004036,7.0,0.06432,15.0,20.105,59.5094,0.8397999999999999
-110.0,0.0003632,7.0,0.0633404,15.0,19.78,61.5094,2.4435
-110.0,0.0003270999999999,7.0,0.062345,15.0,17.215,60.7641,0.3208
-110.0,0.0002919999999999,7.0,0.0767684,15.0,20.35,60.7641,2.3396
-110.0,0.0002608,7.0,0.0856025,15.0,22.515,60.7641,1.5189999999999997
-110.0,0.0002356,7.0,0.0802399999999999,15.0,19.1,60.5094,1.9813
-110.8804347826087,0.0002101999999999,7.0,0.0805856,15.0,19.05,60.7641,0.934
-111.0,0.00019,7.0,0.0791624,15.0,19.005,61.5094,0.8586
-111.0,0.0001696,7.0,0.0722984999999999,15.0,19.07,61.5094,2.9248000000000003
-110.34,0.0001546,7.0,0.069706,15.0,18.82,59.7641,1.8775
-110.0,0.0001389999999999,7.0,0.0680924,15.0,20.78,62.7641,1.0473
-110.0,0.0001243,7.0,0.0714271999999999,15.0,21.12,60.5094,1.7831
-110.0,0.0001142,7.0,0.0659915,15.0,20.735,59.7641,0.9246
-110.0,0.000104,7.0,0.0688832,15.0,18.79,59.7641,1.2265
-110.0,9.39e-05,7.0,0.0685883999999999,15.0,19.55,61.7641,1.0189
-109.65,8.380000000000002e-05,7.0,0.0722514,15.0,20.59,61.5094,1.604
-109.0,7.359999999999997e-05,7.0,0.0709914,15.0,19.62,60.5094,2.0096000000000003
-109.0,6.350000000000001e-05,7.0,0.0642056,15.0,19.83,61.7641,0.7642
-108.78494623655914,6.000000000000002e-05,7.0,0.062606,15.0,20.02,60.7641,1.6039
-108.0,5.32e-05,7.0,0.0566024999999999,15.0,19.475,59.5094,0.6981999999999999
-108.0,5e-05,7.0,0.0508288999999999,15.0,19.225,60.5094,2.5944
-108.0,4.2900000000000006e-05,7.0,0.0505914,15.0,20.94,62.7641,1.1133
-108.0,4e-05,7.0,0.0457851,15.99,19.565,60.5094,1.4906
-108.0,3.260000000000001e-05,7.0,0.066201,16.0,19.12,59.0188,1.0944
-108.0,3.000000000000001e-05,7.0,0.0769324,16.0,21.995,59.5094,2.019
-108.0,0.0019396,7.0,0.075217,16.0,19.76,61.5094,1.8397
-108.0,0.0049592,7.0,0.0876864999999999,16.0,18.925,58.7641,1.5283000000000002
-108.0,0.005194,7.0,0.0964528,16.0,18.04,60.7641,0.8679000000000001
-108.0,0.0046618,7.0,0.1134709999999999,16.0,17.845,60.7641,0.4622
-108.0,0.0041965,7.0,0.1251727999999999,16.0,18.68,60.5094,2.4244
-107.62,0.003763,7.0,0.1294981999999999,16.0,20.465,60.5094,0.3208
-107.0,0.0033818,7.0,0.128609,16.0,20.28,60.5094,2.0943
-107.0,0.0030396,7.0,0.1334829,16.0,21.5,61.5094,1.3585
-107.0,0.00273,7.0,0.1378192,16.0,18.86,59.7641,0.7642000000000002
-107.0,0.0024543,7.0,0.141434,16.0,18.6,60.5094,1.8019
-107.0,0.0022092,7.0,0.141699,16.0,19.715,60.5094,3.1888
-107.0,0.0019831999999999,7.0,0.1315509999999999,16.0,21.97,61.5094,1.3868
-107.0,0.001778,7.0,0.1223895999999999,16.0,17.92,59.7641,1.2265
-107.0,0.0015954,7.0,0.1262125,16.0,19.425,60.7641,1.651
-107.0,0.0014429999999999,7.0,0.121675,16.0,20.485,58.5094,2.0849
-107.0,0.0012886999999999,7.0,0.1128972,16.0,21.105,62.5094,2.0849
-107.0,0.0011566999999999,7.0,0.113709,16.0,18.97,60.7641,1.3303
-107.0,0.0010456,7.0,0.1148964,16.0,18.39,60.5094,2.0189000000000004
-107.7578947368421,0.0009355,7.0,0.1221839999999999,16.0,18.31,61.5094,2.0377
-109.0,0.0008436999999999,7.0,0.1304799999999999,16.0,19.69,59.0188,0.9623
-109.0,0.0007543999999999,7.0,0.1333879999999999,16.0,19.09,61.5094,2.085
-109.0,0.0006829999999999,7.0,0.1380690999999999,16.0,19.775,58.5094,0.7170000000000001
-109.0,0.0006134,7.0,0.1297402,16.0,18.875,63.5094,1.368
-109.0,0.0005521999999999,7.0,0.1267625,16.0,20.185,62.5094,1.6792000000000002
-109.46,0.000493,7.0,0.1296015999999999,16.0,20.065,58.7641,0.217
-110.0,0.0004439999999999,7.0,0.1283953999999999,16.0,23.56,60.5094,2.3678
-110.0,0.0004014999999999,7.0,0.1244355999999999,16.0,26.16,62.0188,0.7829999999999999
-110.0,0.0003545999999999,7.0,0.1148209999999999,16.0,21.975,59.5094,12.443600000000002
-110.0,0.000324,7.0,0.1050046,16.0,20.75,59.7641,1.4246
-110.0,0.0022383,7.0,0.1085228,16.0,17.365,54.5094,1.651
-110.0,0.0093187999999999,7.0,0.1228062,16.0,18.825,62.7641,1.3206
-110.79569892473118,0.0083659999999999,7.0,0.1286813999999999,16.0,21.4,60.5094,1.3492000000000002
-112.0,0.0075171999999999,7.0,0.1237897,16.0,21.115,59.7641,0.8397
-112.0,0.0067537,7.0,0.1232948,16.0,21.615,62.5094,0.8208
-112.0,0.0060735999999999,7.0,0.1250659999999999,16.0,23.02,59.5094,1.632
-112.0,0.0054463999999999,7.0,0.1204568,16.0,22.5,59.7641,1.4245
-112.0,0.0128418,7.0,0.1207724,16.0,17.71,21.0,1.1793
-112.0,0.0627723999999999,7.0,0.138006,16.0,19.97,17.0,0.4529999999999999
-112.0,0.150085,6.71,0.1647644,15.38,18.89,18.0,0.7454000000000001
-112.0,0.242731,6.0,0.175056,14.96,17.97,17.0,0.1415
-112.0,0.3198632000000001,6.0,0.1656,14.0,19.615,15.0,0.236
-112.0,0.3885092000000001,6.0,0.1563263999999999,14.0,18.435,14.0,0.151
-111.67,0.4507984999999999,6.0,0.142037,14.0,19.175,15.0,0.0472
-111.0,0.5042779999999999,6.0,0.1315902,14.0,19.225,16.0,1.7357999999999998
-111.0,0.5500186000000002,6.0,0.1207199999999999,14.0,19.69,14.0,0.0
-105.82978723404256,0.1,3.6,0.1009999999999999,9.0,24.06,0.1886999999999999,0.387
-104.63,0.0999999999999999,9.0,0.12,9.0,22.045,0.0,0.0
-104.0,0.0999999999999999,9.0,0.10836,9.0,23.38,0.0,0.0472
-104.0,0.10315,7.11,0.097308,9.0,22.095,0.1038,0.2453999999999999
-104.0,0.115,0.0,0.0878687999999999,9.0,21.78,0.4717,0.1416
-104.0,0.10603,0.0,0.0797799999999999,9.0,24.54,0.0,1.3397
-104.0,0.1035,0.0,0.0788955999999999,9.0,20.72,0.0,0.0
-103.0,0.1035,0.0,0.0761803999999999,9.0,17.83,0.0,0.0
-103.0,0.0997739999999999,0.0,0.0683507999999999,9.0,23.13,0.0472,0.0472
-103.0,0.1013167999999999,0.0,0.0617104,9.0,24.34,2.5566,0.0
-103.75,0.1152947999999999,0.0,0.0551335,9.0,25.32,0.0,0.0944
-104.0,0.103342,0.0,0.049516,9.47,26.585,12.2925,0.1416
-104.0,0.0927272999999999,0.0,0.044425,10.5,21.15,16.3869,0.7454
-104.0,0.0832824999999999,0.0,0.0473263999999999,11.0,18.555,25.6979,8.1227
-104.0,0.0750267999999999,0.0,0.0493465999999999,11.54,21.515,7.6794,1.6132000000000002
