RSRP,DL_BLER,DL_MCS,UL_BLER,UL_MCS,UL_SNR,PRB_Utilization_DL,PRB_Utilization_UL
-108.0,0.0731836,7.0,0.1391292999999999,6.0,19.245,0.7265,1.7266
-108.0,0.0668093,7.0,0.1250912,6.0,18.735,2.1604,9.8491
-108.0,0.0596095,7.0,0.11349,6.0,20.565,0.0472,0.6039
-108.0,0.05902,7.0,0.10668,6.0,19.84,0.0,0.0
-108.08,0.0564787,7.0,0.0959118999999999,6.0,22.645,0.0472,0.0
-109.31182795698923,0.05311,7.0,0.0870539999999999,6.0,25.245,0.0,0.0
-110.0,0.05311,7.0,0.0781814999999999,6.0,17.75,0.0,0.0472
-110.0,0.05311,7.0,0.0702879999999999,6.0,16.5,0.0,0.0
-109.07,0.0493398999999999,7.0,0.063124,6.0,21.705,0.0472,0.0472
-109.0,0.0472742,7.0,0.0567523,6.0,24.08,0.0472,0.0
-109.0,0.04302,7.0,0.0531396999999999,6.0,26.235,0.0,0.0
-109.0,0.04302,7.0,0.0477275999999999,6.0,22.5,0.0,0.0472
-108.8,0.04302,7.0,0.042914,6.0,20.8,0.0,0.0
-108.0,0.04302,7.0,0.0385404,6.0,14.84,0.0,0.0472
-108.0,0.04302,7.0,0.0346488,6.0,18.0,0.0,0.0
-108.0,0.04302,7.0,0.0311219999999999,6.0,18.0,0.0,0.0472
-108.0,0.04302,7.0,0.0279829999999999,6.0,16.7,0.0,0.0
-108.0,0.04302,7.0,0.0251312,6.0,15.94,0.0,0.0472
-106.51612903225806,0.0393219999999999,7.0,0.0225978,6.0,23.355,0.0472,0.0
-105.1,0.0386812999999999,7.0,0.0202949999999999,6.0,23.6,0.0,0.0944
-105.0,0.0348150999999999,7.0,0.0189299999999999,6.0,21.655,0.8019,1.0472
-105.0,0.0313599999999999,7.0,0.017182,6.92,20.56,0.4434,0.4058
-105.0,0.0282613,7.0,0.015347,7.99,20.98,0.3397,2.1227
-105.0,0.0254087,7.0,0.0137724,9.02,21.585,1.0472,1.453
-105.0,0.0227915999999999,7.0,0.0123828,10.03,19.275,3.104,2.0378
-105.0,0.0204152,7.0,0.0111799999999999,11.0,16.29,9.2547,0.4718
-105.0,0.0183535,7.0,0.0099893,12.07,18.105,53.3019,3.0849
-105.0,0.0164862999999999,7.0,0.008978,13.08,18.42,50.8113,1.6792000000000002
-105.0,0.014925,7.0,0.0080679999999999,14.1,19.0,4.5849,3.0096
-105.0,0.0135,7.0,0.0078283,15.11,19.06,6.4624,0.4151
-105.08602150537637,0.0121178999999999,7.0,0.0120553,16.03,20.26,9.4906,0.1888
-106.0,0.010863,7.0,0.019667,17.05,19.48,59.7641,2.2076
-105.49,0.0097518,7.0,0.0477366,18.0,19.48,59.5094,1.9907
-105.0,0.0087888,7.0,0.1014975999999999,18.0,22.12,50.5094,2.3398
-105.0,0.00797,7.0,0.1049803999999999,17.96,17.685,11.726400000000002,1.3585999999999998
-105.0,0.0269779999999999,7.0,0.16829,16.94,19.115,13.2171,0.4907999999999999
-105.0,0.0245413,7.0,0.1871964999999999,15.87,24.32,16.7925,1.9056
-105.79,0.0571101999999999,7.0,0.1933999,14.91,23.145,13.6227,0.7831999999999999
-106.0,0.0586868,7.0,0.18531,14.0,17.755,6.0094,0.0944
-106.0,0.1048819,7.0,0.1865741999999999,13.14,17.155,7.0944,1.368
-106.0,0.2223363999999999,6.54,0.1796815999999999,12.62,17.49,0.2925,1.1509
-106.0,0.3438808,6.0,0.1612078999999999,11.59,21.605,31.3963,2.3301000000000003
-106.0,0.348178,6.0,0.1449354,11.0,21.4,38.2452,3.0661
-106.0,0.3136935999999998,6.0,0.1301672000000001,11.0,20.0,15.0755,5.5849
-110.0,0.284112,6.0,0.1169049999999999,11.0,18.985,14.5754,0.3303999999999999
-110.0,0.257846,6.0,0.1051058999999999,11.0,20.58,12.8113,3.8776
-110.0,0.2315786,6.0,0.0943943,11.0,22.015,17.0566,2.302
-110.0,0.2106516000000001,6.0,0.0876113,11.0,15.855,10.4622,0.1888
-110.0,0.2245439999999999,6.0,0.0814879999999999,10.48,20.48,13.5755,2.6232
-110.0,0.2438114999999999,6.0,0.0731803999999999,10.0,21.52,18.8585,1.8587
-110.42,0.2576786,6.0,0.0696199999999999,10.0,17.18,11.0,0.2925
-111.0,0.3268139999999999,6.0,0.0642607999999999,10.0,18.175,14.0472,2.9812
-111.0,0.3987275,6.0,0.0620339999999999,10.0,18.335,15.0,0.434
-111.0,0.462185,6.0,0.0557232,10.0,18.595,15.273599999999998,1.2265
-111.0,0.5168276,6.0,0.05076,10.0,20.375,11.0,1.0661
-111.0,0.5568112,6.0,0.0485248,10.44,21.235,14.4623,1.0
-111.97849462365592,0.5550936,6.0,0.0435777999999999,11.46,20.96,16.5,0.217
-112.0,0.51717,6.0,0.0411099999999999,12.0,19.855,3.9717,1.6698000000000002
-112.0,0.51717,6.0,0.0386850999999999,12.59,12.25,0.0,0.0
-112.0,0.4747595999999998,6.0,0.034743,13.61,15.205,22.4056,1.2831
-112.0,0.4314757999999999,6.0,0.0339324,14.62,19.855,3.1415999999999995,0.6038
-111.6,0.3870736,6.0,0.0419679999999999,15.64,19.22,59.0377,3.2641000000000004
-111.0,0.3532627,6.0,0.0520186,16.0,20.115,17.6037,0.4529999999999999
-111.0,0.3189519999999999,6.0,0.0548192,16.0,21.485,8.3962,0.7170000000000001
-111.0,0.2879722000000001,6.0,0.0509656999999999,16.69,21.335,18.8301,0.4529999999999999
-111.0,0.2616496,6.0,0.063319,17.0,21.715,12.9717,0.3208999999999999
