RSRP,DL_BLER,DL_MCS,UL_BLER,UL_MCS,UL_SNR,PRB_Utilization_DL,PRB_Utilization_UL
-99.0,0.08116,7.0,0.0488329999999999,9.0,19.625,0.0,0.0
-98.23,0.08116,7.0,0.0438563,9.0,20.22,0.0,0.2452999999999999
-98.0,0.08116,7.0,0.1223809999999999,9.0,20.89,0.0,0.0472
-98.0,0.0810789,7.0,0.1270076,9.0,19.81,0.0,0.0472
-98.0,0.07305,7.0,0.1239164,9.0,20.015,0.0,0.0
-97.10752688172045,0.07305,7.0,0.1112992999999999,9.0,20.5,0.0,0.0472
-97.0,0.07305,7.0,0.110069,8.9,20.97,0.0,0.0
-97.0,0.0683716,7.0,0.1906784,7.88,20.55,0.0944,0.0944
-97.0,0.0615351999999999,7.0,0.1859009999999999,6.86,20.595,9.1421,25.0381
-97.0,0.0554996,7.0,0.1671445,6.0,21.165,1.0758,4.519
-97.0,0.0496856,7.0,0.1501240999999999,6.0,20.575,2.5946,2.3774
-97.0,0.0449059999999999,7.0,0.1348374999999999,6.0,20.0,0.0944,0.5191
-97.0,0.040544,7.0,0.121226,6.0,19.615,2.4152,0.736
-97.0,0.0366083999999999,7.0,0.1088813999999999,6.0,20.855,0.1416,0.1888
-97.0,0.0327,7.0,0.0977951999999999,6.0,21.4,1.0472,1.4247
-97.0,0.03144,7.0,0.087925,6.0,20.185,0.0,0.0472
-97.0,0.03144,7.0,0.0789675999999999,6.0,19.55,0.0,0.0472
-97.25806451612904,0.028928,7.0,0.070996,6.0,19.58,0.0,0.0
-98.0,0.0260359999999999,7.0,0.06574,6.0,20.3,0.0472,0.0
-98.0,0.0254699999999999,7.0,0.0598269999999999,6.0,21.14,0.0,0.0
-97.91,0.0241185,7.0,0.0537236,6.0,19.545,0.0472,1.2737
-97.0,0.022004,7.0,0.0482398,6.94,21.035,0.0944,1.8587
-97.0,0.0198678,7.0,0.0433694999999999,7.95,22.175,0.151,1.0474
-97.0,0.018012,7.0,0.0389493,8.97,21.565,0.0472,0.2075999999999999
-97.0,0.01671,7.0,0.038432,9.1,22.05,0.0,0.0472
-97.0,0.0156579,7.0,0.0348699999999999,10.02,22.52,3.0472,0.8301999999999999
-97.0,0.014065,7.0,0.0313458,11.03,22.38,9.566,0.368
-97.0,0.0126424,7.0,0.0281584999999999,12.05,20.295,23.7643,3.4435
-97.0,0.0124179999999999,7.0,0.0254699999999999,13.0,20.645,38.8869,1.8396
-97.0,0.0116479999999999,7.0,0.0229965,13.97,21.84,61.5094,3.2832
-97.0,0.0104748,7.0,0.0249387999999999,14.98,22.2,61.5094,3.4246000000000003
-97.0,0.0094053999999999,7.0,0.0226703999999999,16.02,21.14,60.7641,1.2358
-97.0,0.0084475,7.0,0.0322373,17.03,19.59,59.5094,1.4906
-97.0,0.0075968,7.0,0.0422104999999999,18.0,18.85,61.2547,2.9719
-96.29,0.0068228,7.0,0.0888187,18.0,18.39,58.7641,1.6791999999999998
-96.0,0.006124,7.0,0.1290247,17.97,19.18,62.5094,1.2925
-96.0,0.005504,7.0,0.184649,16.9,18.93,61.5094,1.5849000000000002
-96.0,0.0049418,7.0,0.1919215999999999,15.88,18.25,58.7641,0.9057
-96.0,0.0044419999999999,7.0,0.1903579999999999,14.87,19.115,60.0188,1.5660000000000005
-96.0,0.0039916,7.0,0.1870925,13.85,18.95,61.2547,2.4434
-96.0,0.0035868,7.0,0.1725064999999999,12.83,18.79,59.5094,0.6698000000000001
-96.0,0.003216,7.0,0.1550959999999999,12.0,18.18,58.0188,0.8775999999999999
-96.0,0.0028979,7.0,0.1392979999999999,12.0,18.55,63.2547,3.5188
-96.0,0.0026003,7.0,0.1252441,12.0,18.34,59.5094,1.5283000000000002
-96.0,0.0023355999999999,7.0,0.1124903999999999,12.0,19.195,59.7641,1.1793
-96.0,0.0020992,7.0,0.1011336,12.0,18.505,60.5094,2.2829
-96.0,0.0018862999999999,7.0,0.0908342,12.0,19.14,63.5094,2.2075
-96.0,0.0016902,7.0,0.0816647,12.0,19.05,60.0188,2.264
-96.0,0.001517,7.0,0.0733504999999999,12.0,18.64,61.5094,1.4056
-96.0,0.0013644,7.0,0.0658819999999999,12.0,17.535,61.5094,2.349
-96.0,0.0012228,7.0,0.0591703999999999,12.0,20.585,59.7641,2.783
-96.0,0.0011022999999999,7.0,0.0531965999999999,12.34,19.17,59.7641,1.5848
-96.0,0.000991,7.0,0.0477779999999999,13.36,18.67,60.5094,2.104
-96.0,0.0008901,7.0,0.0429151999999999,14.38,19.5,60.7641,1.9528
-96.0,0.0008003999999999,7.0,0.0429151,15.39,18.715,59.7641,1.453
-96.0,0.0007201999999999,7.0,0.0525413,16.0,17.825,59.7641,2.2074000000000003
-96.0,0.0006487999999999,7.0,0.0659482999999999,16.0,17.59,59.5094,2.0094
-96.0,0.0005798,7.0,0.0807059999999999,16.0,19.0,61.7641,2.1697
-96.0,0.0005205,7.0,0.0898164,16.0,18.37,58.7641,1.4339
-96.0,0.0004695,7.0,0.096159,16.0,18.995,58.0188,2.1979
-96.0,0.0004211999999999,7.0,0.0979195,16.0,18.97,61.5094,1.5662
