RSRP,DL_BLER,DL_MCS,UL_BLER,UL_MCS,UL_SNR,PRB_Utilization_DL,PRB_Utilization_UL
-101.62,0.0682274,7.0,0.2551665000000001,0.0,18.555,4.7266,68.98110000000001
-101.0,0.0617799999999999,7.0,0.2291625,0.0,18.87,5.2551,38.5566
-101.0,0.0557743999999999,7.0,0.2060307999999999,0.0,18.485,1.3776,9.0095
-100.74193548387096,0.050346,7.0,0.185033,0.0,19.27,2.8869,23.4247
-100.0,0.0449479999999999,7.0,0.1663546999999999,0.0,18.665,5.3965,37.4622
-100.0,0.0406166,7.0,0.1493988,0.0,18.645,27.0944,76.94369999999999
-100.0,0.0362974999999999,7.0,0.1343178,0.0,18.65,6.0097000000000005,46.7642
-100.0,0.032562,7.0,0.1205015,0.0,19.615,9.2453,64.3207
-100.0,0.0296383,7.0,0.108218,0.0,22.44,3.1793,12.056500000000002
-100.0,0.0271128,7.0,0.1003183999999999,0.0,22.145,0.0944,10.0001
-100.0,0.0243468,7.0,0.09019,0.0,19.83,4.6132,65.2925
-100.0,0.02198,7.0,0.081846,0.0,19.11,6.0378,32.1227
-100.0,0.0198239999999999,7.0,0.0735125999999999,0.0,19.665,0.4623,1.736
-100.0,0.0179188,7.0,0.0667774999999999,0.0,22.075,0.302,10.5848
-100.0,0.0160912,7.0,0.0599768,0.0,22.685,6.1229,68.236
-100.0,0.01442,7.0,0.0539259999999999,0.28,17.78,5.5097000000000005,74.8115
-100.0,0.01298,7.0,0.048433,1.3,17.68,3.6796,59.9907
-100.9186046511628,0.0117189999999999,7.0,0.043545,2.31,19.765,4.1982,1.5756
-100.0,0.0106036,7.0,0.0391067999999999,3.33,21.335,0.6605,2.2265
-100.0,0.0095125,7.0,0.0363999999999999,4.0,21.705,0.1887,0.5661
-100.0,0.0086045999999999,7.0,0.0325632,5.06,19.465,1.5851,14.1321
-100.0,0.0076771999999999,7.0,0.0293915,6.03,20.1,3.9812,9.1982
-100.0,0.0069311,7.0,0.0262915,7.09,20.905,0.1888,1.1321
-100.0,0.00621,7.0,0.0236171,8.11,22.705,2.1227,1.0473
-100.0,0.0056457999999999,7.0,0.0214255,9.03,19.83,0.236,1.2453
-100.0,0.0055899999999999,7.0,0.0192627999999999,9.96,15.53,0.0,0.0
-100.0,0.0053211999999999,7.0,0.017323,9.0,14.535,0.0472,0.0
-100.0,0.0049649999999999,7.0,0.0156386,9.02,18.22,0.0472,0.0
-100.0,0.0044564,7.0,0.0139731,10.09,20.99,1.4812,6.236000000000001
-100.0,0.0040259999999999,7.0,0.0125503,11.11,20.815,1.7264999999999997,2.7453000000000003
-99.53,0.00367,7.0,0.01142,12.0,21.285,0.3868999999999999,0.0472
-99.0,0.0036367,7.0,0.0109298,12.43,21.84,0.1604,0.368
-99.0,0.0033,7.0,0.0098164999999999,13.45,21.275,1.2548,1.9906
-98.68,0.0029996999999999,7.0,0.0088176,14.47,20.865,0.1037999999999999,0.8301999999999999
-98.0,0.0029699999999999,7.0,0.0082628,14.92,18.8,0.0,0.0
-98.0,0.0029699999999999,7.0,0.0074149999999999,13.9,13.935,0.0,0.0472
-98.0,0.002682,7.0,0.0070902,13.02,17.72,0.1416,1.5567
-98.0,0.0954282,7.0,0.0243883999999999,14.04,21.045,0.236,3.6795
-98.0,0.1013635,7.0,0.0275715,15.05,22.35,0.368,0.7642
-98.0,0.0915352,7.0,0.024765,16.07,21.4,4.7454,3.4529999999999994
-98.0,0.0826576999999999,7.0,0.0231496,17.08,21.05,6.4436,1.9906
-98.96774193548389,0.0737542,7.0,0.03131,18.0,21.235,2.1228,5.3114
-100.0,0.0662307999999999,7.0,0.0677409999999999,18.0,20.35,1.038,3.5283
-100.08,0.0597899999999999,7.0,0.0983642999999999,18.0,21.1,1.9059,15.2267
-101.0,0.053547,7.0,0.119804,18.0,21.675,9.2645,5.1887
-101.0,0.0480911999999999,7.0,0.1281103999999999,17.94,22.145,0.5945999999999999,5.3964
-101.0,0.0431976,7.0,0.1530244999999999,16.93,21.82,0.67,6.0187
-101.0,0.0392299999999999,7.0,0.1738099999999999,16.0,19.885,0.9907,0.5096
-101.36,0.036486,7.0,0.1646099999999999,15.2,19.745,0.4529999999999999,2.651
-102.0,0.0326978,7.0,0.1536673,14.19,22.195,0.2547999999999999,4.0379000000000005
