RSRP,DL_BLER,DL_MCS,UL_BLER,UL_MCS,UL_SNR,PRB_Utilization_DL,PRB_Utilization_UL
-104.0,0.05314,9.0,0.1811849000000001,6.0,24.34,0.0,0.0472
-104.0,0.05314,9.0,0.2408873999999999,6.0,23.76,0.0,0.0
-104.38709677419357,0.05314,9.0,0.238539,6.0,23.5,0.0,0.0
-105.0,0.0498478,9.0,0.2142189,6.0,22.345,0.0472,0.7075999999999999
-105.0,0.0476387999999999,8.92,0.2049646,6.0,21.045,0.0,0.0472
-105.0,0.0430499999999999,7.0,0.185978,6.0,20.5,0.0,0.0472
-105.0,0.0430499999999999,7.0,0.1672116,6.0,20.62,0.0,0.0
-105.0,0.0430499999999999,7.0,0.150339,6.0,21.37,0.0,0.0
-105.0,0.0430499999999999,7.0,0.1350256,6.0,20.5,0.0,0.0472
-105.0,0.039171,7.0,0.1212781,6.0,20.055,7.122999999999999,25.3302
-105.0,0.0351409,7.0,0.1089254999999999,6.0,20.04,5.519,7.9434
-104.31,0.0315545,7.0,0.0979328,6.0,20.095,0.6888000000000001,1.953
-104.0,0.0289935999999999,7.0,0.0879621999999999,6.0,21.335,1.1416,2.1133
-104.0,0.0260686,7.0,0.0790036,6.0,18.58,3.953,14.7828
-104.0,0.0233879999999999,7.0,0.0710272,6.0,17.65,1.1134,6.9812
-104.0,0.0871134,7.0,0.063856,6.0,18.86,2.8869,12.0754
-101.0,1.1269459999999996,6.0,0.1477799999999999,13.0,19.46,9.4812,0.1604
-101.0,1.111942,6.0,0.1362515999999999,13.0,19.71,2.9245,1.9623
-101.0,1.1008573,6.0,0.1290099999999999,13.0,21.545,11.0944,1.5282999999999998
-101.0,1.0919425,6.0,0.1196999999999999,13.0,19.065,9.1981,0.0
-101.0,1.0822249,6.0,0.1098846,13.0,19.035,6.1792,1.0
-101.0,1.074161,6.0,0.0986831999999999,12.16,19.09,13.7075,7.0
-101.0,1.0640048000000002,6.0,0.094438,12.0,16.925,16.0,13.3772
-101.0,1.0586448,6.0,0.0848156,12.0,20.435,17.5094,1.9811
-103.0,1.0464075,6.0,0.076175,12.0,25.41,35.5943,1.9434
-103.0,0.973728,6.0,0.0684175999999999,12.0,20.45,38.622600000000006,2.2264
-103.0,0.8779850000000002,6.0,0.0615111999999999,12.0,19.315,43.783,1.5095999999999998
-102.99,0.7890726999999998,6.0,0.0552479999999999,12.0,21.375,46.5661,27.3304
-102.0,0.7144824,6.0,0.0496723999999999,12.36,17.745,43.6132,2.8775
-102.0,0.6430699999999999,6.0,0.0446106,13.38,18.42,60.6696,2.2359
-102.0,0.5781329000000002,6.0,0.0401097999999999,14.39,19.825,57.35850000000001,3.3112
-102.0,0.5191854000000001,6.0,0.0405776,15.41,20.085,56.5378,1.4056
-102.0,0.466762,6.0,0.0477004,16.0,19.82,59.1981,3.5662000000000003
-102.0,0.4191704,6.0,0.0515884,16.0,19.05,57.2925,1.934
-102.0,0.3768364000000001,6.0,0.0516913999999999,16.0,18.49,61.5094,1.8679
-101.08,0.3384064999999999,6.0,0.0493100999999999,16.47,19.29,60.7641,3.6793
-101.0,0.3038986999999998,6.0,0.0565366,17.0,18.63,60.7641,2.3303
-100.45,0.2732072,6.0,0.0691199999999999,17.0,19.2,60.2547,2.7358
-100.0,0.2453448,6.0,0.078766,17.0,20.745,61.7641,1.4434
-100.0,0.2205684999999999,6.0,0.0810932,17.0,22.755,60.5094,1.3115
-100.0,0.1980682,6.0,0.0762523999999999,17.0,20.27,60.2547,1.0001
-100.0,0.1776897999999999,6.0,0.0784257999999999,17.0,20.11,60.5094,3.1509000000000005
