RSRP,DL_BLER,DL_MCS,UL_BLER,UL_MCS,UL_SNR,PRB_Utilization_DL,PRB_Utilization_UL
-99.0,0.0282399999999999,3.0,0.0334249999999999,9.0,21.79,0.0,0.0
-99.0,0.0282399999999999,3.0,0.0300175,9.0,16.46,0.0,0.0472
-97.74193548387096,0.0282399999999999,3.0,0.0269845999999999,9.0,20.79,0.0,0.0
-96.0,0.0282399999999999,3.0,0.0242623,9.0,23.0,0.0,0.0
-96.0,0.0256456,3.0,0.0236626,9.0,23.46,0.0472,0.0472
-96.0,0.02542,3.0,0.0212758,9.0,21.54,0.0,0.0
-96.0,0.02542,3.0,0.0191039999999999,9.0,14.075,0.0,0.0472
-95.59,0.02542,3.0,0.0171767999999999,9.0,23.45,0.0,0.0
-95.0,0.0229054,3.0,0.0155599999999999,9.0,21.14,0.0,0.0472
-95.0,0.0228799999999999,3.0,0.0152635999999999,9.0,21.925,0.0,0.0472
-95.0,0.0211395999999999,3.0,0.0137059999999999,9.21,21.32,3.2832,0.7454
-95.0,0.0188595999999999,3.84,0.0123101999999999,10.23,21.405,3.8585,1.9531
-95.0,0.017013,4.82,0.0110688,11.24,21.125,1.1699,0.5001
-95.0,0.0153439999999999,5.8,0.0099448,12.26,21.6,0.5283,1.9058
-95.0,0.0140049999999999,6.67,0.0090704,13.13,21.27,10.3207,4.2737
-95.58064516129032,0.013692,7.0,0.0081123,14.19,20.68,60.5849,2.9905
-96.76,0.0127625999999999,7.0,0.0083892,15.21,19.15,59.0188,2.5189
-97.0,0.0114723999999999,7.0,0.0128960999999999,16.23,19.58,60.7641,3.6889
-97.4,0.0103064,7.0,0.0215099999999999,17.25,20.12,40.0,2.9529
-98.0,0.0093632999999999,7.0,0.0438961999999999,18.0,20.26,6.7926,0.8303
-98.0,0.0181765999999999,7.0,0.0747557,18.0,21.56,23.3868,0.5943999999999999
-98.0,0.0232624,7.0,0.1212959999999999,18.0,22.865,60.5094,1.1887
-98.0,0.0208928,7.0,0.1262005,18.0,19.0,60.2547,3.2926
-98.0,0.0187834999999999,7.0,0.1496971999999999,17.67,19.1,60.7641,2.8869
-98.0,0.0168673,7.0,0.1672209999999999,16.65,19.785,31.7547,1.2454
-98.0,0.0154223999999999,7.0,0.1706351999999999,15.68,19.735,1.085,1.453
-98.54,0.0137493999999999,7.0,0.17796,14.62,21.335,55.7641,2.0756
-99.0,0.0123615999999999,7.0,0.1598299999999999,14.0,18.74,61.5094,2.1605000000000003
-100.0,0.0110983999999999,7.0,0.1472024,14.0,21.355,51.8774,11.2548
-100.0,0.0108746,7.0,0.1399916,14.0,20.2,17.2077,0.4058
-100.0,0.0103749999999999,7.0,0.1292215999999999,14.0,20.77,10.8303,0.5096
-100.0,0.012586,7.0,0.1200572,14.0,22.045,17.528299999999998,1.3116
-100.26,0.0152939999999999,7.0,0.1154799999999999,14.0,22.64,14.6887,0.4812999999999999
-101.0,0.0144299999999999,7.0,0.1070392,14.0,21.75,6.198199999999999,0.7548
-101.0,0.0130476,7.0,0.0961336,14.0,17.46,10.6415,2.8586
-101.91,0.0408288,7.0,0.0952951999999999,14.0,16.57,0.0472,0.4435
-102.0,0.101892,7.0,0.0953169999999999,14.0,15.505,6.6321,0.0
-102.0,0.1728886,6.38,0.085516,4.34,23.42,31.783,11.0764
