RSRP,DL_BLER,DL_MCS,UL_BLER,UL_MCS,UL_SNR,PRB_Utilization_DL,PRB_Utilization_UL
-103.0,0.0591699999999999,7.0,0.1001899999999999,6.0,23.55,0.0,0.0
-103.0,0.0534276,7.0,0.0986829999999999,6.0,21.575,0.0,0.0472
-103.0,0.05325,7.0,0.088724,6.0,19.52,0.0,0.0
-103.34408602150538,0.0494728,7.0,0.0796186,6.0,20.595,4.5662,19.1132
-104.0,0.0440899999999999,7.0,0.0715824,6.0,18.435,6.0284,24.849
-104.0,0.0396389,7.0,0.06494,6.0,21.725,1.7266,0.3964
-104.0,0.03882,7.0,0.0629280999999999,6.0,29.15,0.0,0.0472
-104.0,0.03882,7.0,0.0565194999999999,6.0,26.06,0.0,0.0472
-104.6,0.0385484,7.0,0.0508116,6.0,27.2,0.0,0.0
-105.0,0.0361252999999999,7.0,0.0460629,6.27,20.73,1.2924,3.943400000000001
-105.0,0.04811,7.0,0.0414172,7.28,20.67,0.2075999999999999,1.4247
-105.45,0.0455126,7.0,0.0371979999999999,8.3,21.88,1.1794,0.3397
-106.0,0.0433,7.0,0.0345099999999999,9.0,19.135,0.0472,0.0944
-106.0,0.0410484,7.0,0.0323365,9.63,19.885,0.2453,0.2643
-106.0,0.03897,7.0,0.030905,10.05,22.45,0.0,0.0
-106.0,0.036162,7.0,0.02796,11.0,22.16,0.0472,0.0
-108.3804347826087,0.03507,7.0,0.025776,10.22,16.795,0.0,0.0472
-109.0,0.0326199999999999,7.0,0.0231691999999999,9.21,17.62,0.5661,1.3303
-109.0,0.0926569999999999,7.0,0.0221427999999999,9.22,20.49,0.1416,1.4150999999999998
-109.0,0.1314855,6.55,0.020278,10.05,21.165,0.0472,0.0472
-109.8,0.1652344,6.0,0.0182302,11.06,20.17,1.2265,1.0472
-110.0,0.1998862,6.0,0.016378,12.08,18.595,2.519,1.283
-110.0,0.21103,6.0,0.01486,13.0,20.74,3.1698000000000004,0.5851
-110.0,0.2027158,6.0,0.0163658999999999,13.37,22.705,20.9529,0.0944
-110.09,0.1922476,6.0,0.018113,14.43,19.94,64.2547,3.0094
-111.0,0.1773396,6.0,0.018515,15.45,20.545,33.5094,1.2266
-111.0,0.1595403,6.0,0.0193759,16.47,19.71,6.0095,2.1416
-111.0,0.1531499,6.0,0.0411843999999999,17.0,20.555,9.283,0.3492
-111.52173913043478,0.1388,6.0,0.0674277,17.0,23.79,1.717,0.4906
-114.0,0.1353299999999999,6.0,0.0632799999999999,17.0,21.435,1.9057,0.236
-114.0,0.126528,6.0,0.0707997999999999,17.0,15.945,5.4435,5.6038
-114.0,0.1383209999999999,6.0,0.106556,17.0,19.365,19.2547,0.0472
-114.0,0.124362,6.0,0.1243206,17.0,19.6,59.5094,2.4059
-114.0,0.1118118,6.0,0.1524576,16.12,19.445,61.5094,3.3304
-114.0,0.1008097,6.0,0.1570334,15.11,20.515,59.5094,2.8113
-114.0,0.0941799999999999,6.0,0.1476405,15.0,21.18,22.349,1.3114
-114.0,0.0852309999999999,6.0,0.1389838,15.0,19.565,21.9718,2.6132
-114.0,0.0803504,6.0,0.1450319999999999,15.0,17.52,7.3302,0.4623999999999999
-114.0,0.0958372,6.0,0.1573755999999999,14.14,21.635,15.773599999999998,1.5944
-114.93,0.1072837999999999,6.0,0.1514132,14.0,18.215,14.9434,2.2265
-115.0,0.0997325,6.0,0.135985,14.0,18.175,0.0472,1.1887
-115.61290322580643,0.089023,6.0,0.1255955999999999,14.0,19.99,44.1887,1.6038
-116.0,0.081453,6.0,0.1220005,14.0,18.81,15.217,0.8965000000000001
-116.0,0.0733835999999999,6.0,0.1212509999999999,14.0,25.045,13.5094,0.3681
-116.0,0.0659732,6.0,0.1142983999999999,14.0,22.24,10.8302,0.5946
-115.37,0.06441,6.0,0.1057608999999999,14.0,18.775,16.8681,0.3398
-115.0,0.0835079999999999,6.0,0.1009327999999999,14.0,21.83,18.5566,0.8303
-115.0,0.0753844,6.0,0.0946922,14.0,18.255,13.0001,0.236
-115.0,0.0683265,6.0,0.091618,14.0,17.43,10.6415,0.3868999999999999
-115.0,0.0617999999999999,6.0,0.0914812,14.0,19.51,16.575499999999998,0.0
-115.0,0.0578448,6.0,0.0822499999999999,14.0,21.93,13.8302,0.8964
-115.0,0.0517836,6.0,0.0753692,14.0,21.9,14.4245,0.3303999999999999
-115.0,0.0465529999999999,6.7,0.0718135999999999,14.0,19.83,16.0472,0.6039
-115.0,0.0418999999999999,7.0,0.0655025,14.0,18.14,14.0095,0.8772999999999999
-113.0,0.0382764,7.0,0.0591312,14.0,19.69,13.5849,1.236
-113.0,0.034373,7.0,0.0531605999999999,14.13,21.345,11.8774,0.8493
-113.0,0.0314951999999999,7.0,0.047801,15.14,20.79,6.0472,0.0
-112.2,0.0295599999999999,7.0,0.042976,15.85,16.665,0.0,0.0
-112.0,0.0447818,7.0,0.0386019,15.17,18.06,28.1793,1.519
-112.0,0.0467232,7.0,0.0388911,16.0,18.93,5.0944,1.6323
-112.0,0.0439925,7.0,0.06204,16.0,17.16,14.9057,1.2736999999999998
-112.0,0.0398386,7.0,0.0958104,16.0,21.1,28.217,0.8019
-112.0,0.0365499999999999,7.0,0.103033,16.0,20.38,12.1416,0.3303999999999999
-112.0,0.0329266,7.0,0.1084272,16.0,18.04,13.7454,0.5567
-112.0,0.0297645,7.0,0.1179035,16.0,23.465,12.6132,0.1888
-112.0,0.0266696,7.0,0.1123935999999999,16.0,21.705,13.2547,1.5567000000000002
-112.36559139784946,0.0243789999999999,7.0,0.1019699999999999,16.0,22.465,12.8774,0.2832
