RSRP,DL_BLER,DL_MCS,UL_BLER,UL_MCS,UL_NPRB,UL_SNR,TX_Bytes,RX_Bytes,Estimated_UL_Buffer,PRBs_DL_Current,PRBs_UL_Current,PRB_Utilization_DL,PRB_Utilization_UL,UL_NumberOfPackets,DL_NumberOfPackets,label
-96.05,0.0475432,7.0,0.032756,9.0,5.0,18.65,177.0,255.0,0.0,0.0,0.1,0.0,0.0944,35,18.0,0
-96.0,0.0426189999999999,7.0,0.0295821999999999,9.0,12.52,18.54,6171.0,2292.0,97.37,1.31,1.8,1.236,1.6982,36,16.0,0
-96.0,0.0381208,7.0,0.0264143999999999,9.93,19.08,18.68,5657.0,7674.0,362.2,1.22,4.01,1.1513,3.783,22,4.0,0
-96.0,0.0342418,7.0,0.0237472,10.94,11.08,18.79,1850.0,2264.0,84.97,0.18,0.46,0.1699,0.4342,11,0.0,0
-96.0,0.03138,7.0,0.0269787999999999,11.96,5.42,21.89,177.0,279.0,2.93,0.0,0.05,0.0,0.0472,1,0.0,0
-96.0,0.0285853999999999,7.0,0.0245904,12.93,5.0,21.07,354.0,92.0,0.0,0.1,0.0,0.0944,0.0,15,0.0,0
-96.0,0.0282399999999999,7.0,0.0233996,12.59,5.0,21.315,0.0,209.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0
-96.0,0.0282399999999999,7.0,0.0209964,11.56,5.0,21.2,0.0,209.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0
-96.0,0.0282399999999999,7.0,0.0188393999999999,10.53,5.0,21.715,0.0,209.0,0.0,0.0,0.05,0.0,0.0472,15,0.0,0
-95.46,0.0282399999999999,7.0,0.0169178,9.51,5.0,21.56,0.0,209.0,0.0,0.0,0.05,0.0,0.0472,0,0.0,0
-95.0,0.0263788,7.0,0.01601,9.0,5.0,20.665,177.0,46.0,0.0,0.0,0.05,0.0,0.0472,1,0.0,0
-95.0,0.02542,7.0,0.014858,9.0,5.0,19.82,0.0,209.0,0.0,0.0,0.0,0.0,0.0,39,0.0,0
-95.0,0.02542,7.0,0.0133443999999999,9.0,5.0,18.8,0.0,209.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0
-95.0,0.02542,7.0,0.011969,9.0,5.0,18.14,0.0,209.0,0.0,0.0,0.05,0.0,0.0472,0,0.0,0
-95.0,0.0230831999999999,7.0,0.0107536,9.0,5.0,18.0,157.0,209.0,0.0,0.05,0.05,0.0472,0.0472,0,0.0,0
-95.0,0.0208876999999999,7.0,0.01051,9.0,5.0,17.13,177.0,46.0,0.0,0.0,0.0,0.0,0.0,0,33.0,0
-95.0,0.0192509999999999,7.0,0.0095241999999999,9.0,30.52,17.695,19161.0,32674.0,2229.88,4.19,13.43,3.9531,12.6699,1,15.0,0
-95.0,0.017272,7.0,0.0085476,9.96,13.06,18.375,5434.0,13531.0,656.11,0.57,4.37,0.5379,4.1228,6,1.0,0
-95.0,0.01668,7.0,0.0057412,10.26,5.0,20.75,0.0,209.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
-95.0,0.01668,7.0,0.0051487999999999,9.23,5.0,22.255,0.0,255.0,19.2,0.0,0.42,0.0,0.3962,0,0.0,0
-95.0,0.0150099999999999,7.0,0.00462,9.8,20.38,22.36,9165.0,12225.0,622.55,0.8,3.66,0.7548999999999999,3.4530000000000003,0,0.0,0
-95.0,0.0136149999999999,7.0,0.0041465,10.83,14.37,20.95,6027.0,8974.0,451.86,1.7,2.33,1.6039,2.1983,0,0.0,0
-95.0,0.012187,7.0,0.0037173999999999,11.86,12.05,21.585,57025.0,8604.0,405.74,11.69,1.86,11.0284,1.7549,0,10.0,0
-95.0,0.0110864,7.0,0.0033432,12.88,17.72,18.94,16593.0,25747.0,1339.2,2.24,6.35,2.1134,5.990600000000001,8,8.0,0
-95.0,0.0100135,7.0,0.0030029999999999,13.9,25.61,20.485,55430.0,22592.0,1170.94,9.55,4.41,9.0094,4.1604,16,31.0,0
-95.0,0.0089293,7.0,0.0026939999999999,14.92,17.47,21.26,27006.0,11671.0,587.77,3.72,2.48,3.5096,2.3398000000000003,2,48.0,0
-95.0,0.008112,7.0,0.0172588,15.94,6.95,21.215,2458.0,5029.0,230.34,0.2,0.62,0.1888,0.5851,0,44.0,0
-95.9247311827957,0.0074279999999999,7.0,0.0301612,16.96,9.23,20.195,9587.0,7039.0,345.43,1.56,1.38,1.4718,1.3019999999999998,10,36.0,0
-97.0,0.0067408,7.0,0.034188,17.98,11.71,21.29,6555.0,7792.0,380.22,1.05,2.08,0.9907,1.9624,43,11.0,0
-97.0,0.0060959999999999,7.0,0.0725639999999999,18.0,8.14,22.395,8132.0,7161.0,333.91,0.93,0.99,0.8774,0.9342,23,4.0,0
-97.0,0.0054619999999999,7.0,0.1075914999999999,18.0,24.79,19.5,9608.0,12572.0,696.11,1.97,1.42,1.8586,1.3398,21,20.0,0
-97.0,0.0049387999999999,7.0,0.14308,18.0,5.37,19.655,1765.0,808.0,29.28,0.96,0.31,0.9058,0.2925999999999999,9,6.0,0
-97.0,0.0047099999999999,7.0,0.2096829,17.09,5.0,15.89,177.0,46.0,0.0,0.05,0.0,0.0472,0.0,18,14.0,0
-97.0,0.0044092,7.0,0.1950725999999999,16.02,18.05,16.16,152768.0,7193.0,321.91,26.37,0.64,24.8774,0.604,9,13.0,0
-97.0,0.0062109999999999,7.0,0.1820899999999999,15.0,8.95,20.82,156399.0,2265.0,86.31,25.72,0.45,24.2641,0.4247999999999999,19,1.0,0
-97.0,0.0069399999999999,7.0,0.1847199999999999,14.0,5.0,18.425,0.0,276.0,2.21,0.0,0.0,0.0,0.0,18,0.0,0
-97.0,0.0069399999999999,7.0,0.1903272,13.14,5.0,13.58,0.0,193.0,0.0,0.0,0.0,0.0,0.0,18,201.0,0
-97.0,0.0069399999999999,7.0,0.1744144,12.12,5.0,18.8,0.0,209.0,0.0,0.0,0.05,0.0,0.0472,0,40.0,0
-97.0,0.0069399999999999,7.0,0.156631,11.1,5.0,21.29,0.0,209.0,0.0,0.0,0.05,0.0,0.0472,0,0.0,0
-97.0,0.0064708,7.0,0.1406591999999999,10.08,14.13,22.05,885.0,9460.0,461.44,0.05,2.9,0.0472,2.7361,2,0.0,0
-97.96774193548389,0.0058719999999999,7.0,0.1263164,10.0,5.32,22.11,885.0,649.0,11.49,0.1,0.34,0.0944,0.3208999999999999,21,0.0,0
-97.67,0.0053007999999999,7.0,0.114687,10.0,8.1,21.165,72571.0,1365.0,61.39,11.66,0.6,11.0002,0.5661999999999999,12,0.0,0
-97.0,0.0047795,7.0,0.102986,10.0,7.4,20.135,1593.0,1282.0,24.94,0.15,0.4,0.1416,0.3775,35,5.0,0
-97.0,0.0045499999999999,7.0,0.1005123999999999,10.0,5.0,21.605,0.0,209.0,0.0,0.0,0.05,0.0,0.0472,18,0.0,0
-97.0,0.0045499999999999,7.0,0.0902804999999999,9.87,5.0,22.91,0.0,209.0,0.0,0.0,0.05,0.0,0.0472,23,0.0,0
-97.0,0.0045499999999999,7.0,0.0810854999999999,9.0,5.0,22.165,0.0,209.0,0.0,0.0,0.05,0.0,0.0472,5,0.0,0
-97.0,0.0045499999999999,7.0,0.0728302999999999,9.0,5.0,23.435,0.0,209.0,0.0,0.0,0.05,0.0,0.0472,6,0.0,0
-97.0,0.0045499999999999,7.0,0.0654127,9.0,5.0,23.0,0.0,209.0,0.0,0.0,0.05,0.0,0.0472,16,0.0,0
-97.0,0.0044644999999999,7.0,0.05875,9.0,5.0,22.985,71412.0,255.0,31.14,10.12,0.05,9.5472,0.0472,19,59.0,0
-97.0,0.0056767999999999,7.0,0.05266,9.25,28.69,21.56,19261.0,7300.0,315.58,4.49,2.77,4.236000000000001,2.6133,11,19.0,0
-97.0,0.00994,7.0,0.04861,10.0,6.2,20.96,865.0,609.0,17.3,0.15,0.1,0.1416,0.0944,33,1.0,0
-97.0,0.00994,7.0,0.0462286,10.49,5.0,19.34,0.0,209.0,0.0,0.0,0.05,0.0,0.0472,14,0.0,0
-97.0,0.00913,7.0,0.0419146,10.58,13.5,19.11,1305.0,18854.0,1220.98,0.16,8.53,0.151,8.0472,6,9.0,0
-97.0,0.0081924,7.0,0.0376464,10.44,22.3,21.015,158142.0,6411.0,302.72,26.92,1.56,25.3961,1.4719,8,145.0,0
-97.0,0.007378,7.0,0.0337715,11.47,16.16,22.27,249177.0,17493.0,919.36,38.17,5.18,36.0095,4.8867,8,239.0,0
