RSRP,DL_BLER,DL_MCS,UL_BLER,UL_MCS,UL_NPRB,UL_SNR,TX_Bytes,RX_Bytes,Estimated_UL_Buffer,PRBs_DL_Current,PRBs_UL_Current,PRB_Utilization_DL,PRB_Utilization_UL,UL_NumberOfPackets,DL_NumberOfPackets
-105.0,0.063314,9.0,0.2209920999999998,6.0,5.0,23.765,123.0,76.0,0.0,0.05,0.0,0.0472,0.0,130,1.0
-105.0,0.05905,9.0,0.1984712,6.0,5.0,22.765,0.0,76.0,0.0,0.0,0.05,0.0,0.0472,168,0.0
-105.0,0.05905,9.0,0.1784355999999999,6.0,13.1,21.55,0.0,76.0,0.0,0.0,0.23,0.0,0.217,159,0.0
-105.0,0.05905,9.0,0.2162512,6.0,13.82,20.49,0.0,76.0,0.0,0.0,0.05,0.0,0.0472,160,0.0
-105.0,0.05905,9.0,0.2383703999999999,6.0,5.0,21.06,0.0,76.0,0.0,0.0,0.05,0.0,0.0472,97,0.0
-104.66,0.05905,9.0,0.214305,6.0,5.0,21.46,0.0,76.0,0.0,0.0,0.0,0.0,0.0,101,0.0
-104.0,0.0540265,9.0,0.1955385000000001,6.0,7.21,19.345,745.0,412.0,16.02,0.17,0.9,0.1604,0.8491999999999998,99,0.0
-104.77,0.0529807,8.94,0.1783824,6.0,5.0,18.88,177.0,181.0,0.0,0.05,0.05,0.0472,0.0472,102,0.0
-105.0,0.04783,7.0,0.1636946,6.0,5.0,18.955,0.0,149.0,0.0,0.0,0.0,0.0,0.0,93,32.0
-105.0,0.04783,7.0,0.1470304999999999,6.0,5.0,18.665,0.0,149.0,0.0,0.0,0.05,0.0,0.0472,115,64.0
-105.0,0.04783,7.0,0.1321912,6.0,5.0,19.88,0.0,149.0,0.0,0.0,0.0,0.0,0.0,92,31.0
-105.0,0.0431455999999999,7.0,0.12091,6.0,5.0,19.39,354.0,64.0,0.0,0.0,0.05,0.0,0.0472,109,16.0
-105.0,0.0417569999999999,7.0,0.1313176,6.0,5.0,19.56,177.0,181.0,0.0,0.05,0.05,0.0472,0.0472,117,20.0
-105.0,0.0387399999999999,7.0,0.136462,6.0,5.0,19.36,0.0,149.0,0.0,0.0,0.0,0.0,0.0,111,36.0
-105.0,0.0387399999999999,7.0,0.1225582,6.0,5.0,20.185,0.0,149.0,0.0,0.0,0.05,0.0,0.0472,124,41.0
-105.0,0.0387399999999999,7.0,0.1101907,6.0,5.0,21.475,0.0,149.0,0.0,0.0,0.05,0.0,0.0472,102,2.0
-105.0,0.0349861,7.0,0.0990672,6.0,5.0,22.72,354.0,181.0,0.0,0.1,0.0,0.0944,0.0,107,46.0
-104.48,0.0328807,7.0,0.09326,6.0,5.0,21.43,177.0,32.0,0.0,0.05,0.0,0.0472,0.0,90,67.0
-104.0,0.03138,7.0,0.0870156,6.0,5.0,20.37,0.0,149.0,0.0,0.0,0.05,0.0,0.0472,110,67.0
