RSRP,DL_BLER,DL_MCS,UL_BLER,UL_MCS,UL_NPRB,UL_SNR,TX_Bytes,RX_Bytes,Estimated_UL_Buffer,PRBs_DL_Current,PRBs_UL_Current,PRB_Utilization_DL,PRB_Utilization_UL,UL_NumberOfPackets,DL_NumberOfPackets
-106.0,0.0438883999999999,1.62,0.0500805,9.85,53.34,19.1,3047.0,60836.0,2872.18,0.99,13.96,0.9339,13.1699,55,9.0
-106.0,0.0392471999999999,2.68,0.0450202,10.86,45.34,18.41,1386.0,56453.0,2794.25,0.79,12.58,0.7453,11.8682,3,22.0
-106.0,0.0352848999999999,3.69,0.0404315999999999,11.88,52.79,18.42,816.0,70406.0,5243.47,0.18,21.78,0.1699,20.547600000000003,79,28.0
-106.0,0.0423141999999999,4.0,0.0369074999999999,12.75,16.74,17.945,4641.0,7042.0,339.83,1.13,2.31,1.0659999999999998,2.1793,33,70.0
-106.0,0.0546416999999999,4.0,0.0330021,13.81,25.28,18.455,1467.0,42760.0,2250.96,0.19,11.11,0.1793,10.4807,6,27.0
-106.0,0.0489276,4.24,0.0296714,14.82,33.0,21.2,7268.0,69350.0,3429.62,3.25,16.2,3.0662000000000003,15.2824,10,33.0
-106.0,0.0439023,5.27,0.0267911,15.79,15.56,22.32,2254.0,11941.0,628.94,0.37,1.25,0.3490999999999999,1.1794,1,32.0
-106.0,0.0394704,6.28,0.028424,16.85,22.53,21.835,4339.0,30494.0,1519.79,1.08,4.26,1.019,4.0191,6,44.0
-106.0,0.035445,7.0,0.0319259,17.87,21.08,21.03,2655.0,53974.0,2806.0,0.3,12.43,0.2832,11.7266,3,13.0
-106.0,0.0328899999999999,7.0,0.0344492,18.78,7.51,19.48,1394.0,3213.0,34.08,0.35,0.2,0.3302,0.1888,6,10.0
-106.0,0.0395799999999999,7.0,0.0457549999999999,19.0,9.43,21.815,1062.0,6237.0,600.64,0.15,2.48,0.1416,2.3398,1,2.0
-106.0,0.0438624,7.0,0.0884944999999999,19.0,19.79,26.77,1239.0,61806.0,13180.2,0.05,19.81,0.0472,18.6888,6,13.0
-106.0,0.0392272,7.0,0.118624,19.0,49.34,20.36,70147.0,87301.0,6628.94,13.21,18.18,12.4624,17.151200000000003,17,11.0
-106.0,0.0355299999999999,7.0,0.1508286,18.38,14.79,18.18,3126.0,3408.0,137.86,0.15,0.52,0.1416,0.4906,1,9.0
-105.67,0.031708,7.0,0.2147815999999999,17.32,44.93,18.515,169662.0,40795.0,3826.26,30.5,12.7,28.7735,11.9811,0,12.0
